# Workload	Elasped time K40-980	Speedup K40-980 1 Core Speedup K40-980 16 Core 
3593	909000.66	5.517048388	3.073705999
3093	454911	11.02413577	6.141862435
2593	356449	14.06933566	7.838430693
2093	266968	18.78502527	10.46567672
1593	254660	19.69292636	10.97149447
1093	334399	14.99705629	8.355290482
593	423629	11.83819008	6.595395457
93	520718	9.630933876	5.365669675
0	518000.48	9.681459419	5.393818905
